City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
257,natal,-5.795,-35.2094,80.82,69,75,12.66,BR,Fri Aug 11 15:53:44 2023
258,badger,64.8,-147.5333,72.14,67,75,3.44,US,Fri Aug 11 15:56:54 2023
259,daru,-9.0763,143.2092,74.89,72,100,14.43,PG,Fri Aug 11 15:56:55 2023
260,maloye ganyushkino,46.6,49.2667,84.16,29,0,7.18,KZ,Fri Aug 11 15:56:55 2023
261,tondano,1.3038,124.9112,66.29,91,100,3.71,ID,Fri Aug 11 15:56:55 2023
262,puerto baquerizo moreno,-0.9,-89.6,81.59,74,75,20.71,EC,Fri Aug 11 15:56:56 2023
263,taltal,-25.4,-70.4833,64.44,72,64,3.33,CL,Fri Aug 11 15:56:56 2023
264,monahans,31.5943,-102.8926,104.92,20,13,7.87,US,Fri Aug 11 15:56:56 2023
265,nar'yan-mar,67.6713,53.087,59.5,61,4,6.58,RU,Fri Aug 11 15:56:56 2023
266,moscow,55.7522,37.6156,70.32,82,100,3.74,RU,Fri Aug 11 15:55:52 2023
267,pirajui,-21.9986,-49.4572,85.96,23,40,2.66,BR,Fri Aug 11 15:56:57 2023
268,smithers,54.7804,-127.1743,61.12,77,75,5.75,CA,Fri Aug 11 15:56:57 2023
269,kimbe,-5.5502,150.1429,76.32,82,60,7.56,PG,Fri Aug 11 15:56:57 2023
